ProteinGroup	KEGGNumber	SecondOrganisms	ThirdOrganisms	GenusNCBI	KEGGGene	KEGGScore
MH0012_GL0008469	K01715	Bacteria	Other Bacillota	Megasphaera	med:MELS_0462	520.776
MH0012_GL0038842	K05349	Bacteria	Clostridia	Butyrivibrio	bpb:bpr_I0184	935.636
MH0012_GL0144040	K11176	Bacteria	Clostridia	Enterocloster	cbol:CGC65_16620	359.762
MH0012_GL0199393	K01784	Bacteria	Clostridia	Agathobacter	ere:EUBREC_1949	492.656
MH0013_GL0020747	K00615	Bacteria	Clostridia	Vescimonas	vfa:MM35RIKEN_06190	518.464
MH0014_GL0102820	K01892	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_0351	795.423
MH0015_GL0033518		Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_12135	537.724
MH0016_GL0042520	K01740	Bacteria	Bacteroidota	Bacteroides	bth:BT_1923	820.076
MH0018_GL0003216		Bacteria	Bacteroidota	Prevotella	pher:prwr041_09500	1434.85
MH0019_GL0005571	K01808	Bacteria	Clostridia	Vescimonas	vfa:MM35RIKEN_14970	166.392
MH0021_GL0021757	K00059	Bacteria	Cyanobacteriota	(no genus)	mbf:BHV42_05180	288.5
MH0025_GL0067667	K01519	Bacteria	Clostridia	Thermocaproicibacter	tmel:NOG13_03985	228.794
MH0028_GL0056621	K01198	Bacteria	Bacilli	Secundilactobacillus	lpd:AYR62_11615	665.611
MH0030_GL0001621	K00773	Bacteria	Bacteroidota	Segatella	pcoi:LK433_07590	719.539
MH0031_GL0019482	K00175	Bacteria	Bacteroidota	Segatella	pcoi:LK433_05225	507.679
MH0035_GL0054364	K08483	Bacteria	Clostridia	Dorea	dlo:K5I24_06565	803.512
MH0046_GL0048511	K00782	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_2878	374.4
MH0047_GL0010726	K20509	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_2488	662.529
MH0050_GL0032595	K02967	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_3489	497.278
MH0055_GL0013021	K01661	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_2417	523.472
MH0055_GL0056634	K01462	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_4061	325.479
MH0057_GL0000596	K03046	Bacteria	Bacteroidota	Pseudoprevotella	alq:C7Y71_009455	2386.3
MH0057_GL0024940	K00831	Bacteria	Bacteroidota	Segatella	pcoi:LK433_08855	615.15
MH0065_GL0043313	K00975	Bacteria	Clostridia	Wujia	wcp:H9Q76_04400	641.343
MH0067_GL0024690	K02996	Bacteria	Bacteroidota	Bacteroides	bth:BT_3876	238.81
MH0069_GL0078305	K02878	Bacteria	Bacteroidota	Prevotella	pmz:HMPREF0659_A5322	283.493
MH0077_GL0049008	K01869	Bacteria	Clostridia	Proteiniclasticum	proq:P6M73_05475	968.763
MH0088_GL0081920	K03040	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_14990	609.372
MH0088_GL0106141	K02520	Bacteria	Clostridia	(no genus)	bprm:CL3_11520	291.197
MH0089_GL0006088	K21572	Bacteria	Bacteroidota	Fermentimonas	pbt:ING2E5B_2423	503.442
MH0096_GL0013876	K00266	Bacteria	Clostridia	(no genus)	ruk:A4V00_06635	633.639
MH0101_GL0034901		Bacteria	Bacteroidota	Bacteroides	bcel:BcellWH2_02038	419.853
MH0102_GL0131793	K03704	Bacteria	Clostridia	Blautia	rob:CK5_10060	138.272
MH0104_GL0126942	K00574	Bacteria	Clostridia	Ruminococcus	rum:CK1_23960	787.719
MH0107_GL0053514	K04488	Bacteria	Clostridia	(no genus)	esr:ES1_02130	293.893
MH0113_GL0085823	K02669	Bacteria	Clostridia	Ruminococcus	ral:Rumal_2390	629.787
MH0124_GL0122318	K00928	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_2021	779.245
MH0124_GL0139213	K03977	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_2434	789.645
MH0128_GL0039655		Bacteria	Other Bacillota	Faecalibacillus	fit:Fi14EGH31_00470	658.292
MH0130_GL0077888	K02888	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_3634	199.519
MH0131_GL0175685	K09015	Bacteria	Actinomycetota	Collinsella	caer:CSV91_03890	778.859
MH0145_GL0030522	K00052	Bacteria	Bacteroidota	Duncaniella	dun:FDZ78_08630	637.106
MH0147_GL0085300	K02992	Bacteria	Clostridia	Anaerotignum	cpro:CPRO_26000	296.975
MH0148_GL0101062	K02469	Bacteria	Clostridia	Coprococcus	coo:CCU_19530	1631.69
MH0151_GL0025677	K01875	Bacteria	Bacteroidota	Prevotella	pmz:HMPREF0659_A6961	763.066
MH0154_GL0079833	K02030	Bacteria	Other Bacillota	Faecalibacillus	fit:Fi14EGH31_28380	532.717
MH0163_GL0005160	K00677	Bacteria	Bacteroidota	Hoylesella	peo:AS203_05205	445.277
MH0172_GL0094809		Bacteria	Bacteroidota	Phocaeicola	pcop:I6J50_10425	575.859
MH0181_GL0023945	K01179	Bacteria	Bacteroidota	Salegentibacter	salt:AO058_07335	798.505
MH0181_GL0121553	K01810	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_4109	760.755
MH0185_GL0046298		Bacteria	Clostridia	Faecalibacterium	fpr:FP2_20640	843.958
MH0187_GL0009989	K01790	Bacteria	Bacteroidota	Xylanibacter	pru:PRU_0085	315.849
MH0187_GL0088968		Bacteria	Bacteroidota	Xylanibacter	pru:PRU_1225	503.827
MH0187_GL0109685	K01923	Bacteria	Clostridia	Oscillibacter	ova:OBV_06540	235.343
MH0187_GL0161489	K02111	Bacteria	Bacteroidota	Xylanibacter	pru:PRU_1192	934.865
MH0188_GL0027885	K01193	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_08710	467.233
MH0188_GL0154587	K01756	Bacteria	Actinomycetota	Eggerthella	ele:Elen_0256	795.038
MH0189_GL0011618	K06001	Bacteria	Clostridia	Wansuia	whj:H9Q79_03735	825.083
MH0189_GL0044111	K01835	Bacteria	Other Bacillota	Selenomonas	sri:SELR_25710	934.865
MH0191_GL0170673	K02946	Bacteria	Clostridia	Lawsonibacter	lasa:L9O85_14235	200.29
MH0192_GL0033977		Bacteria	Clostridia	Blautia	blab:EYS05_06640	343.584
MH0193_GL0098539		Bacteria	Clostridia	Thermocaproicibacter	tmel:NOG13_05645	699.123
MH0195_GL0000832		Bacteria	Bacteroidota	Bacteroides	bth:BT_4360	187.193
MH0195_GL0138882	K01873	Bacteria	Bacteroidota	Barnesiella	bvs:BARVI_02880	1659.81
MH0195_GL0157558		Bacteria	Bacteroidota	Bacteroides	bth:BT_1740	277.33
MH0198_GL0110500	K13993	Bacteria	Clostridia	Blautia	rob:CK5_14340	298.516
MH0200_GL0208874	K00965	Bacteria	Clostridia	Pusillibacter	pfaa:MM59RIKEN_08970	651.744
MH0203_GL0205096	K03737	Bacteria	Clostridia	Pusillibacter	pfaa:MM59RIKEN_17250	1139.41
MH0206_GL0198905	K00088	Bacteria	Clostridia	Eubacterium	elm:ELI_1158	842.032
MH0206_GL0248934	K00962	Bacteria	Clostridia	Solibaculum	sman:C12CBH8_19270	537.339
MH0211_GL0027677	K07030	Bacteria	Clostridia	Caproicibacterium	caml:H6X83_01075	679.478
MH0212_GL0099034	K09458	Bacteria	Clostridia	Anaerostipes	bprl:CL2_05910	790.415
MH0212_GL0158635		Bacteria	Clostridia	Blautia	bmas:LK422_11525	1642.48
MH0220_GL0013567	K01940	Bacteria	Clostridia	Aristaeella	alac:JYE50_06770	711.835
MH0229_GL0094553	K02946	Bacteria	Clostridia	Subdoligranulum	svj:NQ490_02720	190.274
MH0230_GL0123444	K03602	Bacteria	Actinomycetota	Collinsella	caer:CSV91_01390	166.392
MH0233_GL0105808	K01624	Bacteria	Clostridia	Agathobacter	ere:EUBREC_0700	379.407
MH0250_GL0261474	K00850	Bacteria	Bacteroidota	Muribaculum	pary:A4V02_12705	592.423
MH0252_GL0126444	K10254	Bacteria	Clostridia	Vescimonas	vfa:MM35RIKEN_04920	1128.62
MH0257_GL0156742	K03699	Bacteria	Bacteroidota	Cyclobacterium	cmr:Cycma_4017	347.436
MH0262_GL0028975	K03569	Bacteria	Clostridia	Pseudoclostridium	cthd:CDO33_00215	273.863
MH0265_GL0094469	K01849	Bacteria	Other Bacillota	Veillonella	vpr:Vpar_1247	113.235
MH0265_GL0158847	K01872	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_1908	1554.65
MH0267_GL0172663		Bacteria	Bacteroidota	Bacteroides	bth:BT_3336	504.212
MH0268_GL0176636	K03117	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_31310	162.925
MH0274_GL0176527	K03924	Bacteria	Bacteroidota	Bacteroides	bth:BT_0910	621.313
MH0276_GL0031464	K01756	Bacteria	Clostridia	Simiaoa	ssun:H9Q77_09945	870.537
MH0277_GL0004218	K00134	Bacteria	Clostridia	Paraclostridium	pbif:KXZ80_01845	634.409
MH0280_GL0098755	K01625	Bacteria	Other Bacillota	Megasphaera	med:MELS_0558	162.925
MH0281_GL0089663		Bacteria	Bacteroidota	Parabacteroides	pgol:K6V26_20255	1199.5
MH0287_GL0097163	K02990	Bacteria	Actinomycetota	Gardnerella	gvg:HMPREF0421_21159	186.808
MH0287_GL0130575	K25026	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_31340	523.472
MH0287_GL0131882	K02112	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_01350	868.996
MH0288_GL0076807	K02356	Bacteria	Clostridia	Agathobacter	ere:EUBREC_1433	375.941
MH0289_GL0170063	K09903	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_05500	439.499
MH0290_GL0087955		Bacteria	Bacteroidota	Bacteroides	beg:INE88_02295	1691.4
MH0309_GL0131756	K03168	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_02190	1346.26
MH0311_GL0045966	K01270	Bacteria	Bacteroidota	Bacteroides	bth:BT_4045	907.131
MH0313_GL0047842	K01867	Bacteria	Clostridia	Lachnospira	eel:EUBELI_01335	638.262
MH0314_GL0111349	K07080	Bacteria	Spirochaetota	Sphaerochaeta	sbu:SpiBuddy_1883	305.064
MH0314_GL0143407	K02897	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_3823	321.242
MH0318_GL0078889	K11755	Bacteria	Clostridia	Pusillibacter	pfaa:MM59RIKEN_11810	394.43
MH0318_GL0187019	K00767	Bacteria	Clostridia	Caproicibacterium	caml:H6X83_02905	434.491
MH0322_GL0030805	K06204	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_3060	243.817
MH0323_GL0149024	K10240	Bacteria	Clostridia	Aristaeella	alac:JYE50_11785	586.645
MH0325_GL0126149		Bacteria	Bacteroidota	Parabacteroides	pmer:INE87_02990	150.984
MH0329_GL0210519	K15580	Bacteria	Clostridia	Fastidiosipila	fsa:C5Q98_01500	441.039
MH0332_GL0004248	K06975	Bacteria	Bacteroidota	Bacteroides	bth:BT_4494	152.91
MH0333_GL0000160	K05349	Bacteria	Bacteroidota	Bacteroides	bth:BT_3314	1180.24
MH0336_GL0141460	K02935	Bacteria	Clostridia	Kineothrix	kib:RBB56_06180	179.874
MH0339_GL0201051	K02112	Bacteria	Other Bacillota	Phascolarctobacterium	pfac:PFJ30894_00822	814.298
MH0341_GL0041252	K27263	Bacteria	Clostridia	Mediterraneibacter	rto:RTO_09380	400.979
MH0343_GL0074680	K02950	Bacteria	Clostridia	Dysosmobacter	obj:EIO64_15710	89.7373
MH0345_GL0074047	K02433	Bacteria	Clostridia	Roseburia	rho:RHOM_10065	796.964
MH0358_GL0033673	K27266	Bacteria	Clostridia	Enterocloster	cbol:CGC65_23900	132.109
MH0358_GL0144418	K02563	Bacteria	Clostridia	Enterocloster	cbol:CGC65_01650	667.537
MH0360_GL0029700		Bacteria	Bacteroidota	Parabacteroides	pmer:INE87_02990	1029.24
MH0362_GL0054677	K02358	Bacteria	Verrucomicrobiota	Puniceicoccus	puo:RZN69_19940	648.277
MH0362_GL0176744	K03615	Bacteria	Clostridia	Oscillibacter	ova:OBV_00610	469.544
MH0370_GL0010912	K00528	Bacteria	Clostridia	(no genus)	bprs:CK3_16330	514.612
MH0370_GL0050634	K03648	Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_00180	144.821
MH0373_GL0050835	K01868	Bacteria	Clostridia	Ethanoligenens	eha:Ethha_0185	323.939
MH0373_GL0069579	K01610	Bacteria	Clostridia	Qiania	qdo:H9Q78_02315	394.815
MH0373_GL0197324	K02892	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_14730	143.665
MH0377_GL0051513	K01867	Bacteria	Clostridia	Thermoclostridium	css:Cst_c16750	183.341
MH0377_GL0162010	K02988	Bacteria	Clostridia	Lachnospira	eel:EUBELI_00316	281.567
MH0378_GL0156280	K02355	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_18780	423.705
MH0381_GL0140513		Bacteria	Bacteroidota	Bacteroides	bcel:BcellWH2_05065	216.853
MH0385_GL0075391	K00962	Bacteria	Bacteroidota	Xylanibacter	pru:PRU_2633	1254.58
MH0385_GL0116243	K01803	Bacteria	Clostridia	Roseburia	rho:RHOM_05175	481.485
MH0385_GL0121908	K02881	Bacteria	Clostridia	Simiaoa	ssun:H9Q77_11905	199.904
MH0390_GL0033768		Bacteria	Clostridia	Intestinibacillus	int:RX717_01810	646.351
MH0390_GL0070746		Bacteria	Clostridia	Proteiniborus	prom:QO263_02770	345.125
MH0392_GL0012204		Bacteria	Clostridia	Vescimonas	vfa:MM35RIKEN_15150	329.331
MH0393_GL0083918	K00789	Bacteria	Clostridia	Dorea	dlo:K5I24_11135	532.717
MH0402_GL0094049	K07166	Bacteria	Clostridia	Blautia	rob:CK5_24780	150.984
MH0402_GL0168365	K01995	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_24810	539.65
MH0406_GL0176763	K01784	Bacteria	Clostridia	Anaerocolumna	anr:Ana3638_22935	342.428
MH0407_GL0054070		Bacteria	Bacteroidota	Phocaeicola	pcop:I6J50_16540	1413.28
MH0407_GL0162336	K21071	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_1040	577.4
MH0408_GL0013184	K02904	Bacteria	Clostridia	Dorea	dlo:K5I24_06830	126.716
MH0409_GL0070119		Bacteria	Clostridia	Dorea	dlo:K5I24_07465	581.637
MH0413_GL0069586	K01866	Bacteria	Clostridia	Blautia	rob:CK5_25450	326.635
MH0413_GL0150583	K01740	Bacteria	Clostridia	Agathobacter	ere:EUBREC_1442	797.734
MH0414_GL0038383	K02871	Bacteria	Clostridia	Enterocloster	cbol:CGC65_25920	220.705
MH0415_GL0024504	K01889	Bacteria	Bacteroidota	Duncaniella	dun:FDZ78_04180	598.201
MH0417_GL0188653	K01190	Bacteria	Clostridia	Simiaoa	ssun:H9Q77_14710	2039.62
MH0419_GL0090717		Bacteria	Clostridia	Mediterraneibacter	rto:RTO_26800	254.988
MH0421_GL0155800		Animals	Fishes	Megalobrama	mamb:125256407	95.1301
MH0433_GL0227617	K02117	Bacteria	Clostridia	Emergencia	etm:CE91St48_33630	625.165
MH0439_GL0140099	K03531	Bacteria	Cyanobacteriota	Chroococcidiopsis	cthe:Chro_2586	371.318
MH0441_GL0018694	K03553	Bacteria	Bacteroidota	(no genus)	bacc:BRDCF_p1640	304.293
MH0443_GL0143727	K00240	Bacteria	Bacteroidota	Alistipes	afd:Alfi_2236	450.284
MH0447_GL0173438	K01813	Bacteria	Clostridia	(no genus)	lbx:lbkm_0163	696.427
MH0450_GL0036358	K03106	Bacteria	Clostridia	Roseburia	rho:RHOM_09800	337.035
MH0452_GL0154836	K01933	Bacteria	Clostridia	Lachnospira	eel:EUBELI_00549	643.269
MH0453_GL0052894		Bacteria	Clostridia	Faecalibacterium	fpra:CG447_14050	464.922
MH0454_GL0190916		Bacteria	Clostridia	(no genus)	esr:ES1_16310	256.144
MH0456_GL0115094	K10240	Bacteria	Clostridia	Agathobacter	ere:EUBREC_1074	753.821
N038A_GL0032780		Bacteria	Actinomycetota	Bifidobacterium	blo:BL1392	94.7449
N056A_GL0035389		Bacteria	Clostridia	Agathobaculum	agat:RWV98_02535	594.734
N082A_GL0088031	K09458	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_1050	743.806
N085A_GL0045045	K00174	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_2313	625.935
NLF007_GL0074228	K03569	Bacteria	Clostridia	Simiaoa	ssun:H9Q77_01440	407.912
NLF013_GL0059590	K01586	Bacteria	Clostridia	Roseburia	rho:RHOM_05420	837.025
NLM026_GL0105071	K02876	Bacteria	Clostridia	Acetivibrio	cth:Cthe_2922	213.772
NLM027_GL0038172	K01733	Bacteria	Bacilli	Streptococcus	spn:SP_2066	761.14
NLM029_GL0028358	K00764	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_01470	653.284
NLM031_GL0097197	K01489	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_09840	270.781
NLM032_GL0027396	K02770	Bacteria	Other Bacillota	Veillonella	vpr:Vpar_1578	1137.87
NOM009_GL0105142		Bacteria	Clostridia	Faecalibacterium	fpra:CG447_13840	355.525
NOM023_GL0002764		Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_0762	662.144
O2.CD1-0-PT_GL0035189	K12574	Bacteria	Clostridia	Dorea	dlo:K5I24_03640	1032.32
O2.CD1-0-PT_GL0077912	K15986	Bacteria	Clostridia	Blautia	rob:CK5_11080	1102.81
O2.CD2-0-PT_GL0002067	K02926	Bacteria	Other Bacillota	Faecalibacillus	fit:Fi14EGH31_04730	358.221
O2.CD2-0-PT_GL0020870	K00615	Bacteria	Clostridia	Claveliimonas	cbil:EUBC25_15240	524.628
O2.CD3-0-PT_GL0038511	K03168	Bacteria	Clostridia	Blautia	rob:CK5_03080	974.926
O2.CD3-0-PT_GL0073725	K03553	Bacteria	Clostridia	Simiaoa	ssun:H9Q77_10495	581.252
O2.CD3-0-PT_GL0096366	K00287	Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_20375	214.927
O2.CD3-0-PT_GL0171651	K02355	Bacteria	Clostridia	Blautia	rob:CK5_25310	709.909
O2.UC1-2_GL0017058	K01848	Bacteria	Other Bacillota	Dialister	dho:Dia5BBH33_14380	118.242
O2.UC11-1_GL0097203	K03168	Bacteria	Clostridia	Lawsonibacter	lasa:L9O85_09955	1305.04
O2.UC11-2_GL0030688	K08659	Bacteria	Clostridia	Roseburia	rho:RHOM_12905	629.787
O2.UC18-1_GL0114520	K03616	Bacteria	Clostridia	Blautia	rob:CK5_25720	449.129
O2.UC19-1_GL0052297		Bacteria	Clostridia	Faecalibacterium	fpr:FP2_23380	346.28
O2.UC19-2_GL0006821		Bacteria	Clostridia	Subdoligranulum	svj:NQ490_12235	427.943
O2.UC22-1_GL0112577	K12308	Bacteria	Actinomycetota	Bifidobacterium	blo:BL1168	1092.03
O2.UC24-2_GL0011763	K03431	Bacteria	Actinomycetota	Collinsella	caer:CSV91_09615	234.958
O2.UC27-0_GL0000023	K20345	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_10200	344.354
O2.UC28-0_GL0177312	K01625	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_3056	424.091
O2.UC28-2_GL0078539	K00939	Bacteria	Clostridia	Dorea	dlo:K5I24_06765	352.058
O2.UC30-1_GL0110213	K22339	Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_19380	189.889
O2.UC30-1_GL0151797	K01621	Bacteria	Clostridia	Coprococcus	ccom:I6K69_03095	1652.88
O2.UC31-1_GL0168987	K07263	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_3629	1263.44
O2.UC31-2_GL0055008	K00705	Bacteria	Actinomycetota	Collinsella	caer:CSV91_06790	590.882
O2.UC36-0_GL0035328	K02967	Bacteria	Clostridia	(no genus)	bprs:CK3_23580	452.981
O2.UC36-0_GL0130824		Bacteria	Other Bacillota	Allobaculum	amuo:KWG62_11755	1879.76
O2.UC36-2_GL0005928	K03111	Bacteria	Clostridia	Blautia	rob:CK5_06080	199.134
O2.UC4-2_GL0090005	K16212	Bacteria	Clostridia	Faecalibacterium	fpa:FPR_17220	229.565
O2.UC40-1_GL0085028		Bacteria	Clostridia	Faecalibacterium	fpr:FP2_20930	67.3958
O2.UC44-2_GL0124520	K00940	Bacteria	Betaproteobacteria	Sutterella	sutt:SUTMEG_19590	265.774
O2.UC48-0_GL0307427	K03553	Bacteria	Clostridia	Lawsonibacter	lasa:L9O85_09875	621.313
O2.UC48-1_GL0006621		Bacteria	Clostridia	Simiaoa	ssun:H9Q77_09275	1027.31
O2.UC48-1_GL0066693	K00266	Bacteria	Clostridia	Paludihabitans	palm:RBG61_06335	736.102
O2.UC54-0_GL0073016		Bacteria	Clostridia	Coprococcus	ccom:I6K69_13090	764.607
O2.UC58-2_GL0132289		Bacteria	Other Bacillota	Catenibacterium	cmit:NQ499_11900	510.375
O2.UC6-1_GL0158164	K14534	Bacteria	Clostridia	Vescimonas	vfa:MM35RIKEN_12830	912.909
SZEY-38A_GL0029966	K01887	Bacteria	Actinomycetota	Gardnerella	gvg:HMPREF0421_21318	532.717
SZEY-60A_GL0070586		Bacteria	Bacteroidota	Prevotella	pje:CRM71_12755	333.183
T2D-107A_GL0109570	K03797	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_2624	865.144
T2D-108A_GL0033294	K06023	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_07550	538.11
T2D-122A_GL0026640	K03686	Bacteria	Clostridia	(no genus)	lbx:lbkm_1967	435.261
T2D-135A_GL0008433	K00604	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_0054	630.172
T2D-140A_GL0041176	K01586	Bacteria	Actinomycetota	Collinsella	caer:CSV91_01285	635.565
T2D-140A_GL0094866	K01537	Bacteria	Actinomycetota	Collinsella	caer:CSV91_09030	484.952
T2D-15A_GL0140265	K01190	Bacteria	Clostridia	Blautia	rob:CK5_36690	875.159
T2D-163A_GL0074891	K00656	Bacteria	Bacteroidota	Segatella	pcoi:LK433_11485	522.702
T2D-19A_GL0112307	K02967	Bacteria	Clostridia	Enterocloster	cbol:CGC65_16555	476.478
T2D-22A_GL0004582	K00849	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_1666	297.36
T2D-22A_GL0092696	K12573	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_3344	1128.24
T2D-31A_GL0043705	K25034	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_2055	517.694
T2D-59A_GL0183419	K03496	Bacteria	Actinomycetota	Collinsella	caer:CSV91_07585	511.146
T2D-62A_GL0036996	K03086	Bacteria	Clostridia	Lachnoclostridium	cpy:Cphy_3521	668.692
T2D-62A_GL0063917	K18682	Bacteria	Clostridia	Mediterraneibacter	rgn:RGna_04775	889.026
T2D-6A_GL0149994	K01258	Bacteria	Clostridia	Dorea	dlo:K5I24_13865	540.421
T2D-76A_GL0031068		Bacteria	Clostridia	Wujia	wcp:H9Q76_07790	345.51
T2D-8A_GL0019548	K01893	Bacteria	Other Gammaproteobacteria	Tolumonas	tau:Tola_1092	722.62
V1.CD14-0_GL0001828	K09955	Bacteria	Clostridia	Roseburia	rho:RHOM_03205	332.028
V1.CD16-0_GL0066099	K06023	Bacteria	Clostridia	Mediterraneibacter	rto:RTO_25370	95.9005
V1.CD19-0_GL0184721	K01653	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_25740	304.293
V1.CD21-0_GL0032301	K03310	Bacteria	Clostridia	Blautia	rob:CK5_09570	803.512
V1.CD22-0_GL0059569	K21636	Bacteria	Clostridia	Butyrivibrio	bpb:bpr_I2918	931.784
V1.CD25-0_GL0057205	K01996	Bacteria	Actinomycetota	Bifidobacterium	blo:BL1718	449.129
V1.CD25-0_GL0078316	K02338	Bacteria	Actinomycetota	Bifidobacterium	blo:BL0638	677.167
V1.CD3-0-PN_GL0134226	K00169	Bacteria	Clostridia	Dorea	dfm:NQ560_04065	694.501
V1.CD34-0_GL0137502		Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_1841	1393.25
V1.CD40-0_GL0021043		Bacteria	Clostridia	Faecalibacterium	fpa:FPR_20930	498.434
V1.CD44-4_GL0094157		Bacteria	Bacteroidota	Segatella	pcoi:LK433_06645	931.398
V1.CD45-0_GL0002062	K01938	Bacteria	Clostridia	Dorea	dlo:K5I24_11940	989.178
V1.CD46-0_GL0033514	K10672	Bacteria	Clostridia	Coprococcus	ccom:I6K69_02940	588.571
V1.CD51-0_GL0209482		Bacteria	Clostridia	Ruminococcus	rum:CK1_20850	934.865
V1.CD52-0_GL0142355	K02881	Bacteria	Clostridia	Dorea	dlo:K5I24_06790	222.631
V1.CD54-0_GL0104492	K01955	Bacteria	Clostridia	Blautia	rob:CK5_34100	1864.74
V1.FI05_GL0020827	K06969	Bacteria	Clostridia	Roseburia	rho:RHOM_14645	493.426
V1.FI05_GL0038060	K00790	Bacteria	Clostridia	Sellimonas	sint:K5I26_01980	806.979
V1.FI07_GL0109931	K00048	Bacteria	Clostridia	Agathobacter	ere:EUBREC_1091	362.459
V1.FI12_GL0064440	K05822	Bacteria	Actinomycetota	Collinsella	caer:CSV91_01275	426.787
V1.FI13_GL0117146	K00948	Bacteria	Clostridia	Anaerostipes	bprl:CL2_18930	776.933
V1.FI28_GL0055112	K00789	Bacteria	Clostridia	Dorea	dlo:K5I24_11135	667.151
V1.FI28_GL0220650	K00067	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_26560	627.476
V1.UC11-0_GL0030916		Bacteria	Other Bacillota	(no genus)	erb:A4V01_14695	456.062
V1.UC11-5_GL0006483	K03544	Bacteria	Clostridia	(no genus)	lbx:lbkm_3029	414.461
V1.UC13-0_GL0051893	K01835	Bacteria	Actinomycetota	Gardnerella	gvg:HMPREF0421_20388	304.679
V1.UC16-0_GL0009562		Bacteria	Clostridia	Eubacterium	evn:NQ558_05620	492.271
V1.UC21-4_GL0038817		Bacteria	Clostridia	Ruminococcus	ruj:E5Z56_11245	185.652
V1.UC22-1_GL0089182	K04072	Bacteria	Clostridia	Oscillibacter	ova:OBV_16540	237.654
V1.UC34-0_GL0057212	K00975	Bacteria	Other Bacillota	Faecalibacillus	fit:Fi14EGH31_25000	495.352
V1.UC35-4_GL0104651	K02933	Bacteria	Clostridia	Claveliimonas	cbil:EUBC25_08720	352.443
V1.UC4-0_GL0082018		Bacteria	Clostridia	Faecalibacterium	fpa:FPR_20930	339.732
V1.UC4-5_GL0090328	K02601	Bacteria	Clostridia	Subdoligranulum	svj:NQ490_13270	298.516
V1.UC45-0_GL0083346	K01220	Bacteria	Actinomycetota	Collinsella	caer:CSV91_06215	295.049
V1.UC47-4_GL0187740	K25674	Bacteria	Clostridia	(no genus)	bpen:NQ488_11825	650.973
V1.UC52-0_GL0125727		Bacteria	Bacteroidota	Bacteroides	bfe:K6V30_00505	540.421
V1.UC53-4_GL0068965	K02871	Bacteria	Bacteroidota	Segatella	pcoi:LK433_03250	278.1
V1.UC37-0_GL0028267	K02867	Bacteria	Clostridia	Vescimonas	vfa:MM35RIKEN_01740	269.626
1045856.EcWSU1_04090	K03500	Bacteria	Enterobacteria	Enterobacter	enc:ECL_04665	819.69
160400887-stool1_revised_scaffold28677_2_gene32473		Bacteria	Bacteroidota	Alistipes	afd:Alfi_0438	723.391
457421.CBFG_02424	K01733	Bacteria	Clostridia	Enterocloster	cbol:CGC65_27155	808.905
763860675-stool1_revised_scaffold26472_1_gene84805	K01890	Bacteria	Clostridia	Blautia	rob:CK5_28900	394.045
764224817-stool1_revised_scaffold16937_1_gene50029		Bacteria	Bacteroidota	Segatella	pcoi:LK433_13210	882.863
